受访者编号,z_外向社交,z_尽责自律,z_情绪稳定,z_开放好奇,z_宜人友善,舞曲,民谣,乡村,古典,音乐剧,流行,摇滚,金属/硬摇,朋克,嘻哈/说唱,雷鬼,爵士,摇滚乐,另类,拉丁,电音,歌剧
852,0.2491,0.3967,1.7177,-0.5044,0.9413,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0
853,1.1349,0.6759,-0.535,0.0282,1.2478,4.0,4.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0
854,1.1349,-0.9994,0.0282,-0.5044,0.0218,4.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0
855,-0.6367,0.3967,0.5913,0.2945,-0.5911,5.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0
856,-0.0462,0.9551,0.3097,0.0282,0.6348,3.0,2.0,1.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0
857,0.5443,-0.7202,0.8729,0.2945,0.3283,4.0,2.0,3.0,3.0,5.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,2.0
858,-0.3415,0.6759,0.5913,0.2945,-0.8976,3.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,1.0,1.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0
859,-0.0462,0.1175,0.0282,-0.7708,-0.2846,4.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0
860,-0.0462,-0.9994,0.3097,1.0935,0.3283,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,5.0,3.0
861,0.8396,-1.5578,1.7177,0.8272,-1.5106,3.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0
862,0.8396,0.6759,1.9993,0.0282,0.6348,4.0,2.0,2.0,3.0,2.0,5.0,4.0,3.0,1.0,4.0,3.0,4.0,2.0,3.0,5.0,4.0,2.0
863,0.2491,0.1175,0.5913,0.2945,0.6348,3.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,1.0,5.0,2.0
864,-0.6367,-0.9994,0.5913,0.5609,0.0218,3.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0
865,0.2491,0.1175,0.5913,-0.7708,-0.5911,4.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0
866,-2.1131,0.9551,0.8729,1.0935,-1.5106,2.0,3.0,3.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,1.0,3.0
867,-1.5225,0.1175,0.8729,0.2945,0.0218,4.0,2.0,4.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0
868,-0.3415,-0.9994,1.1545,-0.7708,-0.2846,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,5.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0
869,-0.0462,-0.4409,-1.0982,1.3598,0.9413,2.0,1.0,2.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,1.0,3.0,5.0,5.0,2.0,1.0,1.0
870,-0.0462,0.6759,0.8729,-0.2381,-0.2846,4.0,2.0,1.0,2.0,1.0,5.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0
871,1.1349,0.1175,-0.2534,1.3598,-1.2041,3.0,2.0,1.0,4.0,3.0,3.0,5.0,4.0,2.0,2.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0
872,-0.6367,-1.2786,1.1545,-0.2381,-1.5106,2.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0,5.0,1.0,4.0,1.0
873,-0.3415,-1.5578,0.8729,0.0282,-0.2846,4.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0
874,-0.0462,-1.5578,1.1545,-1.5697,-1.8171,5.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,3.0,1.0
875,0.8396,-0.4409,0.0282,-0.7708,0.3283,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0
876,1.7254,1.7928,0.0282,-0.7708,0.9413,3.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,1.0,3.0,3.0,1.0
877,2.0207,0.9551,0.8729,1.3598,1.5543,1.0,3.0,5.0,3.0,1.0,1.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,2.0,1.0,1.0
878,0.5443,1.2344,0.3097,1.0935,1.8608,2.0,2.0,2.0,4.0,5.0,4.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0
879,0.2491,0.9551,0.5913,-0.2381,0.3283,5.0,1.0,4.0,2.0,1.0,2.0,4.0,5.0,3.0,2.0,1.0,2.0,4.0,4.0,2.0,5.0,2.0
880,-0.0462,-0.9994,0.8729,-1.5697,-0.8976,5.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,5.0,4.0,1.0
881,-0.6367,0.3967,0.0282,1.8925,1.8608,1.0,1.0,3.0,5.0,5.0,4.0,5.0,2.0,2.0,1.0,1.0,4.0,5.0,5.0,2.0,1.0,1.0
882,-0.3415,-0.9994,-1.0982,-0.2381,0.3283,4.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,5.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0
883,-0.6367,-0.9994,-1.3798,0.5609,-0.2846,3.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0
884,0.5443,-0.1617,-0.535,0.5609,-1.2041,4.0,2.0,1.0,4.0,1.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,1.0,4.0,1.0
885,0.2491,-1.837,1.4361,0.0282,1.2478,3.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,5.0,4.0,2.0,3.0,1.0,1.0,3.0,1.0
886,1.1349,-1.837,1.4361,-1.0371,-1.8171,3.0,2.0,1.0,3.0,1.0,3.0,4.0,5.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0
887,-0.6367,0.1175,0.3097,-0.2381,-0.2846,3.0,2.0,4.0,3.0,3.0,2.0,5.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0
888,1.1349,-0.1617,-0.2534,0.8272,1.5543,3.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,5.0,2.0,2.0
889,0.8396,0.1175,0.5913,1.3598,0.0218,3.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,5.0,4.0,2.0,2.0,2.0
890,-0.0462,0.3967,0.5913,-1.3034,-1.2041,5.0,1.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0
891,-0.0462,-0.7202,-0.2534,-0.5044,-0.5911,4.0,3.0,2.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,1.0
892,-0.0462,-0.7202,0.5913,-0.7708,-1.2041,3.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0
893,-0.3415,-1.2786,0.8729,-0.7708,-0.8976,2.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0
894,1.4302,0.9551,0.8729,0.0282,1.5543,3.0,1.0,1.0,2.0,3.0,3.0,5.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0
895,-0.6367,-1.837,-0.2534,-1.5697,-0.8976,4.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0
896,0.2491,0.1175,1.4361,0.8272,-0.5911,2.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,3.0,1.0,2.0,4.0,4.0,4.0,3.0,1.0,2.0
897,-0.932,-0.7202,-0.2534,-0.5044,-1.2041,2.0,2.0,3.0,1.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0
898,-0.3415,0.3967,0.0282,0.8272,1.2478,2.0,2.0,1.0,3.0,2.0,2.0,5.0,2.0,3.0,1.0,3.0,5.0,5.0,5.0,3.0,1.0,1.0
899,-0.0462,0.3967,0.5913,-0.5044,-0.5911,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0
900,-1.5225,0.6759,-0.2534,0.0282,-1.2041,2.0,1.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,4.0,4.0,2.0,1.0,3.0,1.0,3.0
901,-0.932,2.3512,0.3097,-1.836,0.3283,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0
902,-0.932,0.1175,1.4361,-1.0371,-0.2846,1.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0
903,1.1349,1.2344,0.0282,-0.2381,-1.2041,2.0,4.0,3.0,2.0,1.0,1.0,5.0,5.0,4.0,2.0,3.0,5.0,4.0,4.0,3.0,1.0,1.0
904,0.5443,0.6759,1.1545,0.5609,0.0218,2.0,1.0,2.0,2.0,5.0,5.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,5.0,1.0,2.0
905,0.8396,-0.4409,1.4361,0.5609,0.6348,4.0,3.0,3.0,2.0,2.0,4.0,4.0,1.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0
906,-0.0462,-1.5578,0.0282,-0.7708,0.6348,5.0,3.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0
907,-0.0462,-0.7202,-1.0982,-0.5044,0.6348,4.0,3.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0
908,0.2491,-0.4409,-0.535,-0.5044,-0.8976,3.0,2.0,3.0,2.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0
909,-0.3415,-0.7202,-1.6614,0.5609,-0.8976,4.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,5.0,3.0,2.0,2.0,3.0
910,-0.0462,-0.1617,0.5913,1.3598,-0.5911,2.0,1.0,1.0,3.0,4.0,4.0,5.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,2.0
911,-0.6367,1.7928,-0.8166,0.2945,1.8608,2.0,2.0,1.0,4.0,5.0,3.0,5.0,5.0,4.0,1.0,1.0,3.0,4.0,5.0,4.0,1.0,5.0
912,-0.932,-0.1617,0.3097,-0.2381,-0.2846,4.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0
913,-0.3415,-0.4409,-1.0982,1.6262,-0.8976,4.0,4.0,2.0,4.0,3.0,3.0,4.0,1.0,3.0,1.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0
914,-0.932,-1.5578,-3.0693,1.3598,0.3283,2.0,3.0,1.0,5.0,3.0,3.0,5.0,4.0,4.0,2.0,3.0,4.0,5.0,5.0,5.0,2.0,4.0
915,-0.6367,-1.2786,0.3097,-0.2381,-0.8976,5.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0
916,-2.7036,-2.1162,0.8729,-0.7708,-1.2041,2.0,2.0,1.0,3.0,1.0,3.0,5.0,4.0,4.0,1.0,3.0,3.0,5.0,4.0,1.0,1.0,1.0
917,-0.932,-0.9994,1.1545,-0.7708,-2.4301,2.0,2.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0
918,-0.0462,0.9551,-0.535,0.8272,0.6348,2.0,2.0,1.0,2.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,2.0,4.0,1.0,3.0
919,0.8396,-0.7202,-1.0982,1.0935,0.3283,3.0,2.0,1.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,1.0,2.0
920,-0.6367,-0.7202,1.1545,-0.2381,-0.5911,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,1.0,3.0,1.0,3.0
921,-0.0462,-0.7202,0.5913,-1.3034,-0.2846,4.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0
922,-0.0462,1.7928,0.5913,0.8272,1.5543,5.0,1.0,1.0,3.0,2.0,5.0,3.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,4.0,3.0
923,-0.3415,-0.7202,-1.6614,1.0935,-0.5911,2.0,2.0,1.0,5.0,2.0,4.0,4.0,2.0,5.0,3.0,1.0,4.0,5.0,5.0,2.0,3.0,3.0
924,0.2491,-1.2786,0.5913,0.5609,-0.5911,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
925,1.1349,0.1175,-0.535,0.2945,0.0218,4.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,5.0,2.0,3.0
926,-0.6367,0.3967,1.4361,-0.7708,-0.2846,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0
927,0.8396,-0.9994,-1.3798,-0.2381,0.9413,5.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,4.0,4.0,1.0,2.0,3.0,1.0,3.0,1.0
928,-0.932,0.9551,0.3097,-0.2381,0.0218,4.0,2.0,2.0,5.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0
929,0.8396,1.5136,1.4361,-0.2381,0.6348,3.0,5.0,1.0,4.0,2.0,4.0,2.0,3.0,4.0,2.0,5.0,2.0,3.0,5.0,3.0,3.0,3.0
930,-0.6367,-0.7202,-2.2246,-1.0371,0.3283,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,5.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0
931,-0.0462,-0.7202,-0.535,-0.5044,-1.2041,4.0,2.0,2.0,1.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0
932,1.1349,0.3967,0.3097,-1.0371,0.6348,4.0,2.0,2.0,1.0,3.0,5.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0
933,0.2491,-1.5578,-0.8166,0.0282,1.5543,2.0,2.0,3.0,5.0,4.0,3.0,4.0,2.0,3.0,1.0,4.0,5.0,5.0,4.0,3.0,1.0,2.0
934,-0.3415,-0.4409,0.0282,0.5609,-0.2846,3.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0
935,-0.0462,-1.837,-1.3798,-0.7708,-1.2041,3.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
936,-0.0462,0.1175,-0.8166,-1.0371,0.6348,2.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0
937,-0.932,-0.9994,-2.2246,1.0935,-0.2846,4.0,1.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0
938,-1.8178,-0.4409,-3.0693,1.8925,1.2478,2.0,5.0,1.0,5.0,1.0,4.0,5.0,2.0,4.0,4.0,1.0,3.0,5.0,5.0,1.0,5.0,3.0
939,-0.3415,0.6759,0.0282,1.0935,1.8608,4.0,1.0,4.0,5.0,3.0,4.0,4.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0
940,-0.6367,-2.9539,-0.2534,-1.0371,-1.5106,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,5.0,2.0,2.0,1.0,5.0,1.0
941,0.2491,-2.1162,-0.2534,1.6262,-1.8171,3.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,1.0,1.0
942,-1.5225,-0.7202,-1.943,-0.7708,-0.5911,5.0,3.0,2.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,3.0,5.0,3.0,3.0,3.0,5.0,2.0
943,-0.3415,0.6759,0.5913,-0.7708,0.6348,3.0,2.0,1.0,5.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0
944,-0.0462,-0.7202,-0.535,-0.5044,0.0218,3.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0
945,0.5443,0.6759,0.8729,-0.7708,-1.8171,5.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,3.0,4.0,1.0,3.0
946,-0.3415,-0.4409,-1.0982,0.2945,-0.5911,2.0,1.0,2.0,4.0,3.0,3.0,5.0,5.0,5.0,2.0,1.0,4.0,5.0,4.0,2.0,2.0,3.0
947,-0.0462,0.1175,-0.535,-1.3034,-1.2041,3.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0
948,1.1349,0.6759,-0.535,0.2945,0.9413,4.0,3.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0
949,-0.932,-1.5578,-0.2534,-1.5697,-0.2846,3.0,2.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0
950,-1.5225,-0.7202,-0.2534,-1.0371,-0.2846,2.0,3.0,2.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0
951,1.1349,-1.837,-0.8166,-1.5697,-2.7366,4.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,4.0,5.0,3.0,5.0,4.0,1.0,5.0,1.0
952,-0.3415,0.1175,0.8729,-0.5044,0.6348,3.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0
953,0.5443,0.1175,-1.3798,0.5609,0.0218,3.0,1.0,3.0,3.0,3.0,5.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,1.0,1.0
954,1.1349,-0.9994,-0.535,0.5609,1.5543,5.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,3.0
955,1.4302,1.5136,0.0282,-0.2381,0.0218,2.0,1.0,2.0,1.0,1.0,2.0,5.0,5.0,5.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0
956,-1.2273,-1.2786,0.8729,-1.3034,-1.5106,3.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0
957,-1.5225,-1.837,-0.2534,-1.5697,-0.2846,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0
958,1.1349,0.9551,-0.2534,0.0282,0.0218,5.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0
959,-1.8178,0.6759,-0.535,-1.0371,0.6348,3.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,5.0,4.0,5.0,4.0,3.0,1.0,2.0
960,1.1349,-0.1617,1.4361,0.8272,0.9413,4.0,4.0,1.0,5.0,1.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,5.0,1.0,1.0,4.0
961,-0.0462,0.1175,-0.535,0.5609,1.2478,4.0,4.0,1.0,3.0,4.0,5.0,3.0,1.0,1.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0
962,-2.1131,0.9551,-1.0982,0.2945,0.6348,3.0,4.0,4.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0
963,-0.0462,-1.2786,2.2809,-0.2381,0.3283,4.0,3.0,3.0,5.0,1.0,5.0,4.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,4.0,4.0
964,-0.3415,-0.4409,0.3097,0.5609,0.6348,3.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0
965,2.0207,-1.5578,-1.943,1.3598,1.8608,5.0,3.0,3.0,3.0,5.0,5.0,5.0,2.0,4.0,1.0,3.0,2.0,5.0,2.0,5.0,4.0,3.0
966,2.316,0.1175,0.3097,1.3598,-1.2041,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,5.0,5.0,1.0,5.0
967,-0.3415,-0.1617,1.7177,1.0935,-0.2846,2.0,2.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0
968,0.2491,1.2344,1.7177,-1.5697,-0.5911,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0
969,0.8396,-2.1162,-0.535,-0.7708,-2.1236,2.0,1.0,2.0,3.0,2.0,4.0,5.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0
970,-0.932,1.2344,-0.8166,1.3598,-1.5106,5.0,1.0,4.0,5.0,5.0,3.0,4.0,2.0,1.0,4.0,2.0,5.0,4.0,4.0,2.0,1.0,5.0
971,-1.8178,-0.9994,0.5913,0.5609,-1.2041,2.0,4.0,3.0,4.0,2.0,2.0,5.0,4.0,4.0,1.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0
972,-0.0462,1.5136,0.0282,1.8925,-0.8976,3.0,3.0,3.0,3.0,4.0,3.0,5.0,2.0,4.0,1.0,3.0,3.0,5.0,5.0,3.0,2.0,2.0
973,-1.5225,1.5136,-1.3798,0.5609,0.3283,2.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,1.0,4.0,5.0,2.0,3.0,1.0,1.0,3.0
974,-0.3415,1.5136,0.0282,1.3598,-0.5911,1.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,5.0,3.0,4.0,4.0,2.0,2.0,1.0
975,1.1349,-0.7202,1.4361,0.8272,1.5543,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
976,1.1349,0.9551,0.3097,0.8272,0.9413,4.0,2.0,3.0,3.0,5.0,5.0,5.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,5.0,2.0,3.0
977,-0.3415,-0.9994,0.8729,-1.5697,-0.8976,4.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0
978,-0.6367,-0.7202,0.0282,0.2945,-0.8976,2.0,1.0,2.0,2.0,1.0,4.0,5.0,5.0,3.0,2.0,3.0,5.0,5.0,3.0,3.0,1.0,2.0
979,-0.6367,0.1175,0.5913,0.2945,-0.8976,4.0,2.0,2.0,4.0,4.0,5.0,5.0,1.0,1.0,3.0,2.0,4.0,4.0,1.0,4.0,2.0,3.0
980,0.8396,0.6759,-0.535,0.8272,-0.5911,2.0,2.0,2.0,5.0,1.0,4.0,4.0,4.0,2.0,1.0,3.0,5.0,4.0,1.0,4.0,1.0,4.0
981,-1.8178,-0.7202,0.0282,0.8272,0.9413,1.0,2.0,4.0,5.0,5.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,2.0,1.0,2.0
982,-0.6367,-2.3955,0.3097,-0.2381,-1.8171,2.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,5.0,1.0,1.0,2.0
983,1.1349,-0.9994,0.3097,-1.3034,0.3283,3.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,1.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,1.0
984,-0.6367,-1.2786,-0.535,-0.7708,-1.2041,1.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0
985,-0.932,-0.4409,1.4361,0.8272,0.9413,1.0,3.0,2.0,4.0,2.0,4.0,5.0,3.0,3.0,1.0,4.0,2.0,3.0,5.0,2.0,1.0,2.0
986,-0.0462,-0.9994,-0.2534,1.6262,-1.5106,2.0,5.0,3.0,5.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0
987,-1.2273,-1.5578,0.5913,0.8272,-0.2846,2.0,2.0,3.0,2.0,1.0,1.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0
988,2.316,0.1175,-1.0982,1.8925,-0.2846,3.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0
989,1.4302,2.072,-1.3798,1.6262,-0.2846,3.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,3.0,3.0,3.0,5.0,5.0,3.0
990,0.5443,-0.7202,1.4361,-0.7708,-1.8171,2.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0
991,-1.2273,-2.3955,1.4361,-1.3034,-2.4301,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0
992,-1.2273,-0.4409,0.5913,-1.0371,0.0218,4.0,1.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,5.0,2.0
993,-0.3415,0.9551,-0.8166,-0.2381,-0.5911,3.0,1.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0
